,ID Artist,year,genre,duration,popularity
877,692,2007,pop,223.853,59
878,35,2009,pop,217.826,63
879,603,2007,pop,242.133,64
879,603,2007,r&b,242.133,64
880,460,2007,pop,205.16,56
880,460,2007,r&b,205.16,56
881,203,2008,rock,242.373,80
881,203,2008,pop,242.373,80
882,502,2008,rock,203.346,80
883,475,2007,hiphop,207.0,45
884,270,2008,pop,219.92,69
884,270,2008,r&b,219.92,69
885,225,2008,pop,213.52,67
886,412,2007,hiphop,220.053,58
886,412,2007,pop,220.053,58
886,412,2007,r&b,220.053,58
886,412,2007,dance/electronic,220.053,58
887,352,2008,pop,206.0,51
887,352,2008,folk/acoustic,206.0,51
888,460,2007,pop,233.466,54
888,460,2007,r&b,233.466,54
889,203,2008,rock,222.653,63
889,203,2008,pop,222.653,63
890,751,2008,hiphop,204.04,1
890,751,2008,pop,204.04,1
890,751,2008,r&b,204.04,1
891,436,2008,pop,250.106,60
891,436,2008,r&b,250.106,60
891,436,2008,easylistening,250.106,60
892,451,2008,pop,284.186,55
892,451,2008,r&b,284.186,55
893,458,2008,pop,175.093,68
894,569,2007,hiphop,289.0,64
894,569,2007,pop,289.0,64
895,191,2008,hiphop,278.573,74
895,191,2008,pop,278.573,74
895,191,2008,r&b,278.573,74
896,18,2008,pop,210.506,1
896,18,2008,r&b,210.506,1
897,528,2007,pop,234.173,67
897,528,2007,r&b,234.173,67
898,316,2006,pop,240.426,58
898,316,2006,r&b,240.426,58
899,866,2008,hiphop,273.826,0
899,866,2008,pop,273.826,0
899,866,2008,r&b,273.826,0
900,113,2009,hiphop,289.133,80
900,113,2009,pop,289.133,80
901,517,2008,pop,237.2,77
902,104,2008,pop,261.64,74
902,104,2008,r&b,261.64,74
903,228,2010,hiphop,195.853,75
903,228,2010,pop,195.853,75
903,228,2010,dance/electronic,195.853,75
904,325,2009,hiphop,204.64,74
904,325,2009,pop,204.64,74
905,875,2008,pop,236.266,74
906,726,2009,hiphop,238.506,63
906,726,2009,pop,238.506,63
906,726,2009,latin,238.506,63
907,147,2008,pop,192.36,74
908,517,2008,pop,216.333,69
909,836,2009,rock,178.013,75
909,836,2009,pop,178.013,75
909,836,2009,metal,178.013,75
910,906,2009,rock,216.026,57
910,906,2009,pop,216.026,57
910,906,2009,dance/electronic,216.026,57
911,113,2009,hiphop,284.373,72
911,113,2009,pop,284.373,72
912,475,2008,hiphop,211.0,82
913,497,2009,hiphop,221.24,72
914,517,2008,pop,241.933,76
915,147,2008,pop,216.52,69
916,726,2009,hiphop,237.12,59
916,726,2009,pop,237.12,59
916,726,2009,latin,237.12,59
917,591,2009,pop,242.2,66
917,591,2009,r&b,242.2,66
918,104,2008,pop,208.066,48
918,104,2008,r&b,208.066,48
919,21,2009,pop,256.213,65
919,21,2009,dance/electronic,256.213,65
920,113,2009,hiphop,251.44,68
920,113,2009,pop,251.44,68
921,816,2009,pop,188.866,68
921,816,2009,latin,188.866,68
922,517,2008,pop,208.306,70
923,434,2009,hiphop,276.92,82
924,692,2009,pop,238.0,65
925,438,2009,hiphop,226.506,67
925,438,2009,pop,226.506,67
925,438,2009,r&b,226.506,67
926,170,2009,hiphop,207.2,63
926,170,2009,pop,207.2,63
926,170,2009,dance/electronic,207.2,63
927,548,2009,rock,268.613,68
927,548,2009,metal,268.613,68
928,493,2008,hiphop,231.173,66
928,493,2008,pop,231.173,66
929,434,2009,hiphop,267.52,75
930,517,2009,pop,294.573,80
931,868,2008,hiphop,338.853,75
931,868,2008,pop,338.853,75
932,289,2009,hiphop,269.613,63
933,252,2011,hiphop,177.573,38
933,252,2011,pop,177.573,38
933,252,2011,dance/electronic,177.573,38
934,198,2009,pop,220.426,58
934,198,2009,r&b,220.426,58
935,760,2009,hiphop,227.533,64
935,760,2009,pop,227.533,64
935,760,2009,r&b,227.533,64
936,846,2008,hiphop,206.333,59
936,846,2008,pop,206.333,59
937,931,2009,rock,127.92,2
938,433,2009,hiphop,212.106,3
938,433,2009,pop,212.106,3
938,433,2009,r&b,212.106,3
939,489,2008,pop,248.066,41
939,489,2008,r&b,248.066,41
940,228,2010,hiphop,191.0,69
940,228,2010,pop,191.0,69
940,228,2010,dance/electronic,191.0,69
941,185,2009,pop,223.253,65
941,185,2009,dance/electronic,223.253,65
942,846,2008,hiphop,193.386,76
942,846,2008,pop,193.386,76
943,289,2009,hiphop,297.52,70
944,724,2010,pop,251.44,46
945,941,2009,pop,212.773,59
945,941,2009,dance/electronic,212.773,59
946,727,2009,pop,196.52,54
946,727,2009,dance/electronic,196.52,54
947,446,2009,pop,196.64,0
948,7,2008,hiphop,192.573,70
948,7,2008,pop,192.573,70
948,7,2008,rock,192.573,70
949,13,2009,set(),222.4,65
950,907,2008,pop,218.4,64
950,907,2008,r&b,218.4,64
951,24,2008,pop,312.986,65
952,35,2009,pop,206.48,57
953,594,2009,pop,249.026,51
953,594,2009,r&b,249.026,51
954,267,2009,hiphop,357.706,73
954,267,2009,pop,357.706,73
954,267,2009,r&b,357.706,73
955,812,2009,pop,202.586,63
955,812,2009,dance/electronic,202.586,63
956,475,2008,hiphop,270.306,66
957,926,2005,pop,255.36,58
957,926,2005,dance/electronic,255.36,58
958,305,2009,hiphop,231.573,59
958,305,2009,pop,231.573,59
958,305,2009,r&b,231.573,59
959,430,2010,hiphop,221.253,70
959,430,2010,pop,221.253,70
960,546,2009,pop,201.213,54
961,868,2008,hiphop,299.746,68
961,868,2008,pop,299.746,68
962,806,2009,hiphop,239.986,71
962,806,2009,pop,239.986,71
962,806,2009,r&b,239.986,71
963,291,2008,rock,198.44,77
963,291,2008,pop,198.44,77
963,291,2008,dance/electronic,198.44,77
964,201,2009,pop,196.413,65
964,201,2009,dance/electronic,196.413,65
965,666,2008,rock,249.066,66
965,666,2008,metal,249.066,66
966,513,2009,pop,205.733,71
966,513,2009,dance/electronic,205.733,71
967,477,2009,rock,252.279,64
968,157,2009,hiphop,210.973,55
968,157,2009,pop,210.973,55
968,157,2009,dance/electronic,210.973,55
969,467,2009,pop,215.866,71
970,425,2008,hiphop,289.746,65
970,425,2008,pop,289.746,65
970,425,2008,r&b,289.746,65
971,513,2009,pop,248.626,59
971,513,2009,dance/electronic,248.626,59
972,641,2009,rock,304.84,75
973,666,2008,rock,252.653,62
973,666,2008,metal,252.653,62
974,423,2008,pop,250.453,70
974,423,2008,r&b,250.453,70
975,868,2008,hiphop,249.533,74
975,868,2008,pop,249.533,74
976,252,2011,hiphop,220.626,60
976,252,2011,pop,220.626,60
976,252,2011,dance/electronic,220.626,60
977,104,2008,pop,193.213,67
977,104,2008,r&b,193.213,67
978,143,2009,pop,226.706,64
979,891,2009,hiphop,221.92,62
979,891,2009,pop,221.92,62
979,891,2009,r&b,221.92,62
980,692,2009,pop,224.693,74
981,446,2013,pop,195.586,39
982,429,2009,country,204.2,50
983,896,2009,pop,256.613,67
984,546,2009,pop,207.12,53
985,502,2008,rock,203.346,80
986,267,2010,hiphop,258.76,54
986,267,2010,pop,258.76,54
986,267,2010,r&b,258.76,54
987,484,2009,pop,281.56,56
987,484,2009,r&b,281.56,56
988,624,2009,pop,202.066,79
989,460,2009,pop,241.92,57
989,460,2009,r&b,241.92,57
990,656,2008,pop,254.533,64
990,656,2008,r&b,254.533,64
991,372,2009,rock,321.093,73
992,489,2009,pop,326.186,57
992,489,2009,r&b,326.186,57
993,875,2008,pop,231.146,55
994,824,2008,rock,222.066,67
994,824,2008,metal,222.066,67
995,64,2009,hiphop,241.933,62
995,64,2009,pop,241.933,62
996,479,2008,pop,199.186,49
997,484,2009,pop,211.493,68
997,484,2009,r&b,211.493,68
998,640,2009,folk/acoustic,245.173,68
998,640,2009,rock,245.173,68
998,640,2009,pop,245.173,68
999,896,2009,pop,241.853,73
1000,149,2010,pop,220.734,77
1001,289,2010,hiphop,263.373,81
1002,517,2009,pop,294.573,80
1003,861,2010,pop,206.066,77
1004,490,2010,pop,199.693,80
1004,490,2010,dance/electronic,199.693,80
1005,228,2010,hiphop,210.853,76
1005,228,2010,pop,210.853,76
1005,228,2010,dance/electronic,210.853,76
1006,870,2010,hiphop,202.613,80
1006,870,2010,pop,202.613,80
1007,760,2010,hiphop,235.493,73
1007,760,2010,pop,235.493,73
1007,760,2010,r&b,235.493,73
1008,479,2012,pop,234.653,72
1009,490,2010,pop,215.2,68
1009,490,2010,dance/electronic,215.2,68
1010,407,2010,pop,217.036,42
1011,310,2010,hiphop,216.893,73
1011,310,2010,pop,216.893,73
1012,228,2010,hiphop,188.0,62
1012,228,2010,pop,188.0,62
1012,228,2010,dance/electronic,188.0,62
1013,269,2010,dance/electronic,196.533,46
1014,562,2011,latin,213.986,0
1015,760,2009,hiphop,208.426,67
1015,760,2009,pop,208.426,67
1015,760,2009,r&b,208.426,67
1016,938,2009,hiphop,232.466,69
1016,938,2009,pop,232.466,69
1016,938,2009,r&b,232.466,69
1017,254,2010,pop,192.446,63
1017,254,2010,dance/electronic,192.446,63
1018,278,2010,pop,184.573,66
1019,870,2010,hiphop,201.546,74
1019,870,2010,pop,201.546,74
1020,113,2009,hiphop,257.56,61
1020,113,2009,pop,257.56,61
1021,828,2009,dance/electronic,320.348,47
1022,289,2010,hiphop,248.133,79
1023,517,2009,pop,274.213,67
1024,760,2009,hiphop,222.92,74
1024,760,2009,pop,222.92,74
1024,760,2009,r&b,222.92,74
1025,656,2010,pop,251.573,57
1025,656,2010,r&b,251.573,57
1026,7,2010,hiphop,203.093,32
1026,7,2010,pop,203.093,32
1026,7,2010,rock,203.093,32
1027,113,2010,hiphop,307.64,69
1027,113,2010,pop,307.64,69
1028,485,2011,hiphop,218.106,59
1028,485,2011,pop,218.106,59
1028,485,2011,r&b,218.106,59
1029,864,2010,pop,163.246,63
1029,864,2010,dance/electronic,163.246,63
1030,191,2011,hiphop,276.56,68
1030,191,2011,pop,276.56,68
1030,191,2011,r&b,276.56,68
1031,976,2010,hiphop,220.8,79
1031,976,2010,pop,220.8,79
1031,976,2010,r&b,220.8,79
1032,408,2009,hiphop,182.306,75
1032,408,2009,pop,182.306,75
1033,325,2010,hiphop,234.56,76
1033,325,2010,pop,234.56,76
1034,806,2010,hiphop,201.946,74
1034,806,2010,pop,201.946,74
1034,806,2010,r&b,201.946,74
1035,984,2010,hiphop,263.773,58
1035,984,2010,pop,263.773,58
1036,942,2010,hiphop,207.653,57
1036,942,2010,pop,207.653,57
1036,942,2010,dance/electronic,207.653,57
1037,149,2010,pop,217.866,76
1038,624,2010,pop,168.213,0
1039,623,2010,hiphop,213.293,75
1039,623,2010,pop,213.293,75
1039,623,2010,dance/electronic,213.293,75
1040,517,2009,pop,220.64,69
1041,1006,2010,dance/electronic,157.438,1
1042,760,2009,hiphop,250.6,55
1042,760,2009,pop,250.6,55
1042,760,2009,r&b,250.6,55
1043,942,2010,hiphop,268.053,53
1043,942,2010,pop,268.053,53
1043,942,2010,dance/electronic,268.053,53
1044,17,2009,pop,227.32,57
1045,961,2010,hiphop,242.013,0
1045,961,2010,pop,242.013,0
1045,961,2010,r&b,242.013,0
1046,938,2009,hiphop,292.706,68
1046,938,2009,pop,292.706,68
1046,938,2009,r&b,292.706,68
1047,292,2010,pop,231.373,63
1047,292,2010,latin,231.373,63
1048,937,2010,pop,203.96,0
1048,937,2010,dance/electronic,203.96,0
1049,976,2010,hiphop,269.493,73
1049,976,2010,pop,269.493,73
1049,976,2010,r&b,269.493,73
1050,597,2010,pop,216.2,67
1051,433,2009,hiphop,212.106,3
1051,433,2009,pop,212.106,3
1051,433,2009,r&b,212.106,3
1052,760,2010,hiphop,267.0,68
1052,760,2010,pop,267.0,68
1052,760,2010,r&b,267.0,68
1053,7,2010,hiphop,192.44,62
1053,7,2010,pop,192.44,62
1053,7,2010,rock,192.44,62
1054,467,2010,pop,214.24,81
1055,156,2011,hiphop,237.48,66
1055,156,2011,pop,237.48,66
1056,864,2010,pop,206.46,54
1056,864,2010,dance/electronic,206.46,54
1057,471,2009,set(),220.52,57
1058,563,2010,hiphop,201.586,63
1058,563,2010,pop,201.586,63
1059,490,2010,pop,172.053,61
1059,490,2010,dance/electronic,172.053,61
1060,255,2010,hiphop,232.506,51
1060,255,2010,pop,232.506,51
1061,430,2010,hiphop,199.026,65
1061,430,2010,pop,199.026,65
1062,43,2010,r&b,243.053,1
1063,80,2010,hiphop,180.48,74
1063,80,2010,pop,180.48,74
1064,563,2010,hiphop,216.933,68
1064,563,2010,pop,216.933,68
1065,658,2010,hiphop,237.8,73
1065,658,2010,pop,237.8,73
1065,658,2010,r&b,237.8,73
1066,760,2010,hiphop,263.173,66
1066,760,2010,pop,263.173,66
1066,760,2010,r&b,263.173,66
1067,825,2010,pop,226.533,35
1067,825,2010,r&b,226.533,35
1068,871,2010,pop,289.359,57
1069,961,2009,hiphop,207.546,54
1069,961,2009,pop,207.546,54
1069,961,2009,r&b,207.546,54
1070,430,2010,hiphop,221.253,70
1070,430,2010,pop,221.253,70
1071,267,2010,hiphop,233.56,57
1071,267,2010,pop,233.56,57
1071,267,2010,r&b,233.56,57
1072,304,2010,pop,181.826,63
1072,304,2010,dance/electronic,181.826,63
1073,729,2010,dance/electronic,208.853,62
1074,914,2010,pop,207.613,61
1074,914,2010,dance/electronic,207.613,61
1075,433,2009,hiphop,210.306,2
1075,433,2009,pop,210.306,2
1075,433,2009,r&b,210.306,2
1076,976,2010,hiphop,224.093,60
1076,976,2010,pop,224.093,60
1076,976,2010,r&b,224.093,60
1077,544,2010,hiphop,271.946,68
1077,544,2010,pop,271.946,68
1078,927,2010,pop,205.2,18
1078,927,2010,dance/electronic,205.2,18
1079,490,2010,pop,187.133,69
1079,490,2010,dance/electronic,187.133,69
1080,283,2010,pop,176.613,54
1080,283,2010,rock,176.613,54
1080,283,2010,dance/electronic,176.613,54
1081,267,2010,hiphop,208.946,56
1081,267,2010,pop,208.946,56
1081,267,2010,r&b,208.946,56
1082,430,2010,hiphop,215.746,66
1082,430,2010,pop,215.746,66
1083,968,2010,world/traditional,189.693,0
1083,968,2010,rock,189.693,0
1083,968,2010,pop,189.693,0
1084,434,2009,hiphop,253.906,65
1085,1007,2009,hiphop,288.133,71
1085,1007,2009,pop,288.133,71
1086,80,2010,hiphop,268.32,74
1086,80,2010,pop,268.32,74
1087,479,2010,pop,227.741,69
1088,804,2017,pop,210.68,52
1088,804,2017,rock,210.68,52
1089,958,2010,hiphop,211.16,72
1089,958,2010,pop,211.16,72
1090,698,2009,rock,228.346,78
1090,698,2009,pop,228.346,78
1091,38,2009,pop,216.48,71
1091,38,2009,r&b,216.48,71
1092,515,2010,pop,236.44,73
1092,515,2010,country,236.44,73
1093,875,2010,pop,293.026,65
1094,660,2010,rock,212.306,64
1094,660,2010,pop,212.306,64
1095,508,2009,pop,212.506,51
1096,606,2011,pop,226.0,46
1097,771,2010,pop,288.67,0
1097,771,2010,dance/electronic,288.67,0
1098,881,2010,country,222.773,64
1099,80,2010,hiphop,196.133,65
1099,80,2010,pop,196.133,65
1100,18,2011,pop,228.093,2
1100,18,2011,r&b,228.093,2
1101,597,2010,pop,201.493,77
1102,556,2011,hiphop,262.146,73
1102,556,2011,pop,262.146,73
1102,556,2011,dance/electronic,262.146,73
1103,479,2010,pop,227.893,72
1104,149,2010,pop,222.091,78
1105,726,2011,hiphop,234.453,71
1105,726,2011,pop,234.453,71
1105,726,2011,latin,234.453,71
1106,36,2011,pop,195.105,0
1106,36,2011,dance/electronic,195.105,0
1107,228,2010,hiphop,201.04,71
1107,228,2010,pop,201.04,71
1107,228,2010,dance/electronic,201.04,71
1108,437,2011,hiphop,284.866,79
1108,437,2011,pop,284.866,79
1108,437,2011,r&b,284.866,79
1109,760,2010,hiphop,243.533,73
1109,760,2010,pop,243.533,73
1109,760,2010,r&b,243.533,73
1110,490,2010,pop,219.973,69
1110,490,2010,dance/electronic,219.973,69
1111,840,2011,hiphop,195.986,68
1111,840,2011,pop,195.986,68
1112,870,2010,hiphop,187.626,61
1112,870,2010,pop,187.626,61
1113,976,2010,hiphop,219.986,67
1113,976,2010,pop,219.986,67
1113,976,2010,r&b,219.986,67
1114,304,2011,pop,195.466,42
1114,304,2011,dance/electronic,195.466,42
1115,113,2010,hiphop,219.426,76
1115,113,2010,pop,219.426,76
1116,228,2012,hiphop,194.84,72
1116,228,2012,pop,194.84,72
1116,228,2012,dance/electronic,194.84,72
1117,570,2011,pop,281.106,51
1117,570,2011,dance/electronic,281.106,51
1118,726,2011,hiphop,252.306,81
1118,726,2011,pop,252.306,81
1118,726,2011,latin,252.306,81
1119,812,2011,pop,188.453,79
1119,812,2011,dance/electronic,188.453,79
1120,996,2011,hiphop,217.666,75
1120,996,2011,pop,217.666,75
1121,479,2012,pop,229.573,65
1122,147,2011,pop,210.266,66
1123,380,2011,hiphop,210.96,81
1123,380,2011,pop,210.96,81
1124,278,2010,pop,184.573,66
1125,292,2010,pop,232.213,63
1125,292,2010,latin,232.213,63
1126,438,2010,hiphop,228.453,72
1126,438,2010,pop,228.453,72
1126,438,2010,r&b,228.453,72
1127,788,2011,dance/electronic,215.624,49
1128,689,2011,pop,202.266,61
1128,689,2011,dance/electronic,202.266,61
1129,556,2011,hiphop,199.48,67
1129,556,2011,pop,199.48,67
1129,556,2011,dance/electronic,199.48,67
1130,201,2011,pop,215.693,70
1130,201,2011,dance/electronic,215.693,70
1131,441,2011,hiphop,195.24,57
1131,441,2011,pop,195.24,57
1132,254,2012,pop,206.776,55
1132,254,2012,dance/electronic,206.776,55
1133,984,2010,hiphop,263.773,76
1133,984,2010,pop,263.773,76
1134,666,2011,rock,190.786,65
1134,666,2011,metal,190.786,65
1135,575,2011,rock,243.96,76
1135,575,2011,pop,243.96,76
1135,575,2011,metal,243.96,76
1135,575,2011,dance/electronic,243.96,76
1136,147,2011,pop,237.946,65
1137,514,2012,pop,274.6,62
1138,430,2011,hiphop,206.08,63
1138,430,2011,pop,206.08,63
1139,203,2011,rock,278.719,82
1139,203,2011,pop,278.719,82
1140,479,2012,pop,230.746,74
1141,18,2011,pop,242.973,2
1141,18,2011,r&b,242.973,2
1142,266,2011,hiphop,283.733,71
1143,544,2011,hiphop,248.586,1
1143,544,2011,pop,248.586,1
1144,255,2011,hiphop,296.146,70
1144,255,2011,pop,296.146,70
1145,191,2011,hiphop,222.586,71
1145,191,2011,pop,222.586,71
1145,191,2011,r&b,222.586,71
1146,310,2010,hiphop,211.253,61
1146,310,2010,pop,211.253,61
1147,927,2011,pop,197.935,77
1147,927,2011,dance/electronic,197.935,77
1148,490,2010,pop,204.76,71
1148,490,2010,dance/electronic,204.76,71
1149,485,2011,hiphop,230.56,65
1149,485,2011,pop,230.56,65
1149,485,2011,r&b,230.56,65
1150,760,2011,hiphop,215.226,75
1150,760,2011,pop,215.226,75
1150,760,2011,r&b,215.226,75
1151,670,2011,pop,197.44,62
1151,670,2011,dance/electronic,197.44,62
1152,589,2011,hiphop,224.333,48
1152,589,2011,pop,224.333,48
1153,191,2011,hiphop,241.666,69
1153,191,2011,pop,241.666,69
1153,191,2011,r&b,241.666,69
1154,864,2011,pop,213.337,65
1154,864,2011,dance/electronic,213.337,65
1155,475,2010,hiphop,299.613,76
1156,620,2010,pop,195.373,78
1156,620,2010,r&b,195.373,78
1157,247,2010,hiphop,238.693,69
1157,247,2010,pop,238.693,69
1157,247,2010,r&b,238.693,69
1158,760,2010,hiphop,263.173,66
1158,760,2010,pop,263.173,66
1158,760,2010,r&b,263.173,66
1159,191,2019,hiphop,225.881,53
1159,191,2019,pop,225.881,53
1159,191,2019,r&b,225.881,53
1160,74,2011,pop,220.706,74
1161,736,2011,dance/electronic,235.735,39
1162,181,2011,dance/electronic,233.666,60
1163,189,2011,hiphop,237.293,48
1163,189,2011,dance/electronic,237.293,48
1164,812,2011,pop,195.613,76
1164,812,2011,dance/electronic,195.613,76
1165,763,2011,hiphop,186.851,59
1166,517,2011,pop,260.253,72
1167,667,2010,hiphop,200.013,0
1167,667,2010,pop,200.013,0
1168,577,2011,hiphop,165.908,61
1169,157,2012,hiphop,222.186,62
1169,157,2012,pop,222.186,62
1169,157,2012,dance/electronic,222.186,62
1170,228,2012,hiphop,208.133,70
1170,228,2012,pop,208.133,70
1170,228,2012,dance/electronic,208.133,70
1171,332,2011,rock,239.6,82
1171,332,2011,pop,239.6,82
1172,267,2011,hiphop,235.986,74
1172,267,2011,pop,235.986,74
1172,267,2011,r&b,235.986,74
1173,441,2011,hiphop,223.053,73
1173,441,2011,pop,223.053,73
1174,429,2010,country,229.413,53
1175,996,2011,hiphop,227.773,63
1175,996,2011,pop,227.773,63
1176,692,2009,pop,253.306,72
1177,87,2011,hiphop,303.813,68
1177,87,2011,pop,303.813,68
1178,149,2010,pop,189.109,75
1179,569,2011,hiphop,239.613,70
1179,569,2011,pop,239.613,70
1180,423,2011,pop,229.303,64
1180,423,2011,r&b,229.303,64
1181,430,2011,hiphop,192.2,70
1181,430,2011,pop,192.2,70
1182,18,2011,pop,285.24,4
1182,18,2011,r&b,285.24,4
1183,753,2011,rock,282.4,65
1184,489,2010,pop,243.92,67
1184,489,2010,r&b,243.92,67
1185,724,2010,pop,213.413,60
1186,117,2011,country,210.72,50
1187,517,2011,pop,320.546,67
1188,515,2011,pop,218.84,63
1188,515,2011,country,218.84,63
1189,393,2011,hiphop,200.466,73
1189,393,2011,pop,200.466,73
1189,393,2011,rock,200.466,73
1190,374,2011,pop,218.013,79
1190,374,2011,rock,218.013,79
1190,374,2011,folk/acoustic,218.013,79
1191,203,2011,rock,240.796,69
1191,203,2011,pop,240.796,69
1192,104,2011,pop,253.746,69
1192,104,2011,r&b,253.746,69
1193,724,2010,pop,202.96,76
1194,195,2011,pop,246.587,72
1195,149,2010,pop,230.192,75
1196,881,2010,country,222.773,64
1197,544,2011,hiphop,240.306,0
1197,544,2011,pop,240.306,0
1198,177,2011,pop,197.577,60
1199,195,2011,pop,285.12,70
1200,760,2011,hiphop,215.226,75
1200,760,2011,pop,215.226,75
1200,760,2011,r&b,215.226,75
1201,167,2012,pop,193.4,78
1201,167,2012,dance/electronic,193.4,78
1202,341,2012,rock,250.626,76
1202,341,2012,pop,250.626,76
1203,807,2012,hiphop,227.786,70
1203,807,2012,pop,227.786,70
1204,726,2011,hiphop,227.28,74
1204,726,2011,pop,227.28,74
1204,726,2011,latin,227.28,74
1205,243,2012,pop,226.226,52
1205,243,2012,dance/electronic,226.226,52
1206,18,2012,pop,286.48,74
1206,18,2012,r&b,286.48,74
1207,228,2012,hiphop,199.68,65
1207,228,2012,pop,199.68,65
1207,228,2012,dance/electronic,199.68,65
1208,760,2011,hiphop,242.68,71
1208,760,2011,pop,242.68,71
1208,760,2011,r&b,242.68,71
1209,434,2011,hiphop,219.333,82
1210,597,2012,pop,219.546,74
1211,837,2011,hiphop,215.253,70
1211,837,2011,pop,215.253,70
1211,837,2011,dance/electronic,215.253,70
1212,927,2012,pop,198.8,69
1212,927,2012,dance/electronic,198.8,69
1213,325,2012,hiphop,224.653,77
1213,325,2012,pop,224.653,77
1214,994,2013,hiphop,279.026,62
1214,994,2013,pop,279.026,62
1215,228,2012,hiphop,222.5,66
1215,228,2012,pop,222.5,66
1215,228,2012,dance/electronic,222.5,66
1216,667,2012,hiphop,205.64,64
1216,667,2012,pop,205.64,64
1217,486,2012,hiphop,313.786,63
1218,593,2012,pop,221.075,78
1218,593,2012,dance/electronic,221.075,78
1219,475,2012,hiphop,329.32,73
1220,254,2012,pop,182.333,58
1220,254,2012,dance/electronic,182.333,58
1221,556,2011,hiphop,199.48,67
1221,556,2011,pop,199.48,67
1221,556,2011,dance/electronic,199.48,67
1222,737,2012,pop,219.493,72
1223,490,2012,pop,211.92,78
1223,490,2012,dance/electronic,211.92,78
1224,976,2012,hiphop,234.693,66
1224,976,2012,pop,234.693,66
1224,976,2012,r&b,234.693,66
1225,689,2012,pop,185.586,0
1225,689,2012,dance/electronic,185.586,0
1226,548,2012,rock,230.253,73
1226,548,2012,metal,230.253,73
1227,149,2012,pop,233.478,85
1228,73,2011,pop,199.906,77
1228,73,2011,dance/electronic,199.906,77
1229,325,2012,hiphop,248.133,76
1229,325,2012,pop,248.133,76
1230,760,2012,hiphop,225.146,75
1230,760,2012,pop,225.146,75
1230,760,2012,r&b,225.146,75
1231,996,2012,hiphop,219.026,62
1231,996,2012,pop,219.026,62
1232,479,2012,pop,216.16,73
1233,667,2012,hiphop,210.626,75
1233,667,2012,pop,210.626,75
1234,486,2012,hiphop,350.12,67
1235,60,2012,pop,212.36,0
1236,327,2011,rock,218.19,68
1236,327,2011,pop,218.19,68
1236,327,2011,dance/electronic,218.19,68
1237,78,2014,hiphop,204.956,0
1237,78,2014,pop,204.956,0
1237,78,2014,r&b,204.956,0
1238,597,2012,pop,231.173,82
1239,420,2013,pop,209.44,75
1240,617,2012,country,166.866,0
1240,617,2012,latin,166.866,0
1241,696,2012,pop,192.866,0
1241,696,2012,dance/electronic,192.866,0
1242,400,2012,pop,156.773,51
1242,400,2012,dance/electronic,156.773,51
1243,969,2012,hiphop,203.2,61
1243,969,2012,pop,203.2,61
1244,157,2012,hiphop,206.413,79
1244,157,2012,pop,206.413,79
1244,157,2012,dance/electronic,206.413,79
1245,437,2012,hiphop,237.266,0
1245,437,2012,pop,237.266,0
1245,437,2012,r&b,237.266,0
1246,373,2012,pop,251.266,0
1246,373,2012,rock,251.266,0
1246,373,2012,dance/electronic,251.266,0
1247,18,2011,pop,223.266,0
1247,18,2011,r&b,223.266,0
1248,203,2011,rock,278.719,82
1248,203,2011,pop,278.719,82
1249,191,2012,hiphop,227.973,64
1249,191,2012,pop,227.973,64
1249,191,2012,r&b,227.973,64
1250,334,2012,hiphop,234.093,64
1250,334,2012,pop,234.093,64
1250,334,2012,r&b,234.093,64
1251,157,2012,hiphop,232.8,66
1251,157,2012,pop,232.8,66
1251,157,2012,dance/electronic,232.8,66
1252,915,2012,pop,202.533,78
1252,915,2012,rock,202.533,78
1253,864,2012,pop,212.862,76
1253,864,2012,dance/electronic,212.862,76
1254,593,2012,pop,221.493,50
1254,593,2012,dance/electronic,221.493,50
1255,467,2012,pop,171.333,63
1256,228,2012,hiphop,245.04,79
1256,228,2012,pop,245.04,79
1256,228,2012,dance/electronic,245.04,79
1257,441,2011,hiphop,231.84,74
1257,441,2011,pop,231.84,74
1258,875,2012,pop,219.72,59
1259,801,2012,hiphop,197.131,61
1259,801,2012,pop,197.131,61
1260,724,2012,pop,247.906,76
1261,766,2012,pop,201.053,68
1261,766,2012,rock,201.053,68
1262,840,2011,hiphop,207.333,77
1262,840,2011,pop,207.333,77
1263,467,2012,pop,229.466,67
1264,761,2012,hiphop,228.026,46
1264,761,2012,pop,228.026,46
1264,761,2012,dance/electronic,228.026,46
1265,33,2011,rock,256.613,60
1266,969,2012,hiphop,206.666,58
1266,969,2012,pop,206.666,58
1267,31,2012,pop,195.48,0
1267,31,2012,dance/electronic,195.48,0
1268,378,2012,pop,250.08,0
1269,479,2012,pop,227.333,72
1270,73,2012,pop,211.88,53
1270,73,2012,dance/electronic,211.88,53
1271,369,2011,set(),244.884,57
1272,325,2012,hiphop,232.946,77
1272,325,2012,pop,232.946,77
1273,691,2012,pop,199.986,82
1274,518,2012,pop,286.253,53
1275,490,2012,pop,214.333,0
1275,490,2012,dance/electronic,214.333,0
1276,698,2012,rock,205.933,77
1276,698,2012,pop,205.933,77
1277,157,2012,hiphop,234.36,62
1277,157,2012,pop,234.36,62
1277,157,2012,dance/electronic,234.36,62
1278,288,2012,pop,283.706,65
1278,288,2012,r&b,283.706,65
1279,283,2010,pop,210.853,63
1279,283,2010,rock,210.853,63
1279,283,2010,dance/electronic,210.853,63
1280,955,2012,pop,195.973,77
1281,249,2013,pop,255.631,74
1281,249,2013,dance/electronic,255.631,74
